FALSE,,AMT2,Service Line Development,Unknown,,,4,Unk,N/A,        MBAHM                                                                     ,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,25
FALSE,,AOA2,Number Sense and Functions,Unknown,,,4,Unk,N/A,                                                                     MAMEK6        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,4,,66
FALSE,,ASA1,Assessment Theory and Practice,Unknown,,,3,Unk,N/A,                                                                  MAELLP12           ENDELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,√,5,,67
FALSE,,AUA2,"Graphing, Proportional Reasoning and Equations/Inequalities",Unknown,,,4,Unk,N/A,                                                                     MAMEK6        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,6,,70
FALSE,,AVA2,Geometry and Statistics,Unknown,,,4,Unk,N/A,                                                                     MAMEK6        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,7,,71
FALSE,,AZRF,Azure Fundamentals,Unknown,,,3,Unk,N/A,                                                                             ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,82
FALSE,,BVT1,Physical Chemistry,Major,,,3,Unk,N/A,                                                    BSSESC                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,9,,141
FALSE,,BVT2,Physical Chemistry,Unknown,,,2,Unk,N/A,                                                                          MASESC   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,10,,142
FALSE,,BWT1,Inorganic Chemistry,Major,,,3,Unk,N/A,                                                    BSSESC                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,11,,144
FALSE,,BWT2,Inorganic Chemistry,Unknown,,,2,Unk,N/A,                                                                          MASESC   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,12,,204
TRUE,,BYT1,Physics: Mechanics,Major,,,3,Unk,N/A,                                                      BSSESP                       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,13,,206
FALSE,,BYT2,Physics: Mechanics,Unknown,,,2,Unk,N/A,                                                                            MASESP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,14,,207
FALSE,,BZT1,Physics: Waves and Optics,Major,,,3,Unk,N/A,                                                      BSSESP                       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,15,,210
FALSE,,BZT2,Physics: Waves and Optics,Unknown,,,2,Unk,N/A,                                                                            MASESP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,16,,357
TRUE,,C100,Introduction to Humanities,Gen Ed,,,3,PA+OA,N/A,BSBAAC BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK      BSCC    BSCS  BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG    BSRN  BSHIM             BAESELED BAELED BASPEE BASPMM BSMEMG BSMES BSSEMG BSSESB BSSESC BSSESE BSSESP                       ,√,√,√,√,√,√,,,,,,√,,,,√,,√,√,√,√,,,√,√,√,,,,√,,√,,,,,,,,,,,,,√,√,√,√,√,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,17,17,358
FALSE,,C104,Elementary Social Studies Methods,Major,,,3,Unk,N/A,                                            BAESELED BAELED BASPEE                               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,455
FALSE,,C105,Elementary Visual and Performing Arts Methods,Major,,,3,Unk,N/A,                                            BAESELED BAELED BASPEE                               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,457
TRUE,,C107,Anatomy and Physiology I,Gen Ed,,,4,Unk,N/A,                             BSRN  BSHIM BSHSC                                             ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,458
FALSE,,C108,Elementary Science Methods,Major,,,3,Unk,N/A,                                            BAESELED BAELED BASPEE                               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,459
FALSE,,C109,Elementary Mathematics Methods,Major,,,3,Unk,N/A,                                            BAESELED BAELED BASPEE BASPMM                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,460
TRUE,,C121,Survey of United States History,Gen Ed,,,3,Unk,N/A,BSBAAC BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK                                       BAESELED BAELED BASPEE BASPMM BSMEMG BSMES BSSEMG BSSESB BSSESC BSSESE BSSESP                       ,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,√,√,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,23,23,461
TRUE,,C165,Integrated Physical Sciences,Gen Ed,,,3,OA,N/A, BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK      BSCC BSCCMCL BSCCAZR BSCCAWS BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC BSNES BSNES_C BSNOS BSSD MSITMUG                   BAESELED BAELED BASPEE BASPMM BSMEMG BSMES BSSEMG BSSESB BSSESC BSSESE BSSESP                       ,,√,√,√,√,√,,,,,,√,√,√,√,√,√,√,√,√,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,√,√,√,√,√,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,24,,462
TRUE,,C168,Critical Thinking and Logic,Gen Ed,,,3,OA,N/A,BSBAAC BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK           BSCSIA  BSIT BSITSW BSITSWC    BSSD MSITMUG       BSHSC                                             ,√,√,√,√,√,√,,,,,,,,,,,√,,√,√,√,,,,√,√,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,463
TRUE,,C170,Data Management - Applications,Core,,,4,PA+OA,N/A,               BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC    BSSD MSITMUG                                                    ,,,,,,,,,,,,,,,,√,√,√,√,√,√,,,,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,464
TRUE,,C172,Network and Security - Foundations,Core,,,3,OA,N/A,   BSBAIT        BSCC    BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG                                                    ,,,,√,,,,,,,,√,,,,√,√,√,√,√,√,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,465
TRUE,,C173,Scripting and Programming - Foundations,Core,,,3,OA,N/A,           BSCC    BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG                                                    ,,,,,,,,,,,,√,,,,√,√,√,√,√,√,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,471
TRUE,,C175,Data Management - Foundations,Core,,,3,OA,N/A,   BSBAIT        BSCC    BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG                                                    ,,,,√,,,,,,,,√,,,,√,√,√,√,√,√,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,482
TRUE,,C176,Business of IT - Project Management,Core,,,4,Cert,N/A,           BSCC    BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG                                                    ,,,,,,,,,,,,√,,,,√,√,√,√,√,√,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,483
TRUE,,C178,Network and Security - Applications,Core,,,4,Cert,N/A,           BSCC     BSCSIA  BSIT     BSNOS  MSITMUG                                                    ,,,,,,,,,,,,√,,,,,√,,√,,,,,√,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,484
FALSE,,C179,Business of IT - Applications,Major,,,4,Cert,N/A,   BSBAIT                                                                          ,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,485
TRUE,,C180,Introduction to Psychology,Gen Ed,,,3,Unk,N/A,                             BSRN BSNU BSHIM BSHSC      MSRNNUEDGR MSRNNULMGR MSRNNUNFGR                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,√,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,486
TRUE,,C181,Survey of United States Constitution and Government,Major,,,3,Unk,N/A,                             BSRN                                                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,487
TRUE,,C182,Introduction to IT,Core,,,4,OA,N/A,    BSBAMGC       BSCC    BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG                                                    ,,,,,√,,,,,,,√,,,,√,√,√,√,√,√,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,566
TRUE,,C188,Software Engineering,Core,,,4,PA,N/A,           BSCC    BSCS    BSITSW BSITSWC    BSSD                                                     ,,,,,,,,,,,,√,,,,√,,,,√,√,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,582
TRUE,,C190,Introduction to Biology,Gen Ed,,,3,OA,N/A,           BSCC BSCCMCL BSCCAZR BSCCAWS         BSNOS        BSHIM             BAESELED BAELED BASPEE BASPMM BSMEMG BSMES BSSEMG BSSESB BSSESC BSSESE BSSESP                       ,,,,,,,,,,,,√,√,√,√,,,,,,,,,√,,,,,,,,√,,,,,,,,,,,,,√,√,√,√,√,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,37,,583
TRUE,,C191,Operating Systems for Programmers,Major,,,3,OA,N/A,               BSCS                                                              ,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,584
FALSE,,C195,Software II - Advanced Java Concepts,Major,,,6,PA,N/A,               BSCS    BSITSW                                                          ,,,,,,,,,,,,,,,,√,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,615
FALSE,,C196,Mobile Application Development,Major,,,3,Unk,N/A,                   BSITSW                                                          ,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,683
FALSE,,C200,Managing Organizations and Leading People,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM MSML                                                                    ,,,,,,,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,733
FALSE,,C201,Business Acumen,Unknown,,,3,Unk,N/A,         MSML                                                                    ,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,
FALSE,,C202,Managing Human Capital,Unknown,,,3,Unk,N/A,      MBA MBAITM  MSML                                                                    ,,,,,,,√,√,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,
FALSE,,C203,Becoming an Effective Leader,Unknown,,,3,Unk,N/A,         MSML                                                                    ,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,
FALSE,,C204,Management Communication,Unknown,,,3,Unk,N/A,      MBA   MSML MACC                                                                   ,,,,,,,√,,,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
FALSE,,C205,Leading Teams,Unknown,,,3,Unk,N/A,         MSML                                                                    ,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,
FALSE,,C206,Ethical Leadership,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM MSML                                                                    ,,,,,,,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,
FALSE,,C207,Data-Driven Decision Making,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM                                                                     ,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,
FALSE,,C208,Change Management and Innovation,Unknown,,,3,Unk,N/A,         MSML                                                                    ,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,
FALSE,,C209,Strategic Management,Unknown,,,3,Unk,N/A,         MSML MACC                                                                   ,,,,,,,,,,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
FALSE,,C210,Management and Leadership Capstone,Capstone,,,4,PA,N/A,         MSML                                                                    ,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,
FALSE,,C211,Global Economics for Managers,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM                                                                     ,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,
FALSE,,C212,Marketing,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM                                                                     ,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,
FALSE,,C213,Accounting for Decision Makers,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM                                                                     ,,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,
FALSE,,C214,Financial Management,Unknown,,,3,Unk,N/A,      MBA MBAITM MBAHM  MACC                                                                   ,,,,,,,√,√,√,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,
FALSE,,C215,Operations Management,Unknown,,,3,Unk,N/A,      MBA  MBAHM                                                                     ,,,,,,,√,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,
FALSE,,C216,MBA Capstone,Capstone,,,4,PA,N/A,      MBA                                                                       ,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
TRUE,,C217,Human Growth and Development Across the Lifespan,Major,,,3,Unk,N/A,                             BSRN   BSHSC                                             ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,
FALSE,,C218,"MBA, Information Technology Management Capstone",Capstone,,,4,PA,N/A,       MBAITM                                                                      ,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,
FALSE,,C219,"MBA, Healthcare Management Capstone",Capstone,,,4,PA,N/A,        MBAHM                                                                     ,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,
FALSE,,C224,Research Foundations,Unknown,,,2,Unk,N/A,                                                                  MAELLP12 MEDID MEDLT MAMEK6 MAMEMG       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,√,√,,,,,,,,61,,
FALSE,,C225,Research Questions and Literature Review,Unknown,,,2,Unk,N/A,                                                                  MAELLP12 MEDID MEDLT MAMEK6 MAMEMG       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,√,√,,,,,,,,62,,
FALSE,,C226,Research Design and Analysis,Unknown,,,2,Unk,N/A,                                                                   MEDID MEDLT MAMEK6        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,,,,,,,,,63,,
FALSE,,C227,Research Proposals,Unknown,,,2,Unk,N/A,                                                                   MEDID MEDLT MAMEK6        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,√,√,,,,,,,,,64,,
FALSE,,C230,Community Health and Population-Focused Nursing Clinical,Major,,,2,Unk,N/A,                             BSRN                                                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,
TRUE,,C232,Introduction to Human Resource Management,Core,,,3,Unk,N/A,BSBAAC BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK                                                                        ,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,
TRUE,,C233,Employment Law,Core,,,3,Unk,N/A,BSBAAC  BSBAHR BSBAIT BSBAMGC                                                                         ,√,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,
FALSE,,C234,Workforce Planning: Recruitment and Selection,Core,,,3,Unk,N/A,  BSBAHR BSBAIT BSBAMGC                                                                         ,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,
FALSE,,C235,Training and Development,Core,,,3,Unk,N/A,  BSBAHR  BSBAMGC                                                                         ,,,√,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,
FALSE,,C236,Compensation and Benefits,Core,,,3,Unk,N/A,BSBAAC BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK                                                                        ,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,
TRUE,,C237,Taxation I,Major,,,3,Unk,N/A,BSBAAC                                                                             ,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,71,
FALSE,,C239,Advanced Tax Concepts,Unknown,,,3,Unk,N/A,          MACC                                                                   ,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,
FALSE,,C243,Advanced Financial Accounting,Unknown,,,3,Unk,N/A,          MACC                                                                   ,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
FALSE,,C253,Advanced Managerial Accounting,Unknown,,,3,Unk,N/A,          MACC                                                                   ,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,
FALSE,,C254,Fraud and Forensic Accounting,Unknown,,,3,Unk,N/A,          MACC                                                                   ,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,
TRUE,,C255,Introduction to Geography,Gen Ed,,,3,OA,N/A,           BSCC    BSCS BSCSIA BSDMDA BSIT BSITSW BSITSWC   BSNOS BSSD MSITMUG                                                    ,,,,,,,,,,,,√,,,,√,√,√,√,√,√,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,
FALSE,,C263,The Ocean Systems,Major,,,4,Unk,N/A,                                                     BSSESE                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,77,,
TRUE,,C264,Climate Change,Major,,,4,Unk,N/A,                                                    BSSESC                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,78,,
FALSE,,C266,The Ocean Systems,Unknown,,,3,Unk,N/A,                                                                           MASESE  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,79,,
FALSE,,C267,Climate Change,Unknown,,,3,Unk,N/A,                                                                          MASESC   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√,,,,80,,
FALSE,,C268,Spreadsheets,Core,,,3,Unk,N/A,                  BSIT     BSNOS  MSITMUG                                                    ,,,,,,,,,,,,,,,,,,,√,,,,,√,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,
TRUE,,C273,Introduction to Sociology,Core,,,3,Unk,N/A,BSBAAC BSBAHC BSBAHR BSBAIT BSBAMGC BSBAMK                        BSRN BSNU  BSHSC      MSRNNUEDGR MSRNNULMGR MSRNNUNFGR                                     ,√,√,√,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,√,√,,√,,,,,,√,√,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,
TRUE,,C277,Finite Mathematics,Major,,,4,Unk,N/A,                  BSIT       MSITMUG                                                    ,,,,,,,,,,,,,,,,,,,√,,,,,,,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,
